jobid,jobtitle,company,category,experience,chunk_id,chunk_text
201216900974,Senior SQL Developer/ SSRS / DBA,JPMorgan Chase,Database / SQL,10 - 13 yrs,300,"Industry: Banking / Financial Services / Broking Functional Area: IT Software - Application Programming , Maintenance Role Category:Admin/Maintenance/Security/Datawarehousing Role:DBA Keyskills jquery asp wcf ssrs mvc forms visual studio risk management disaster recovery infopath Desired Candidate Profile Responsible developing SharePoint solutions using SharePoint Tools and .NET (C# , XML, XSLT, WCF Web services) Developing custom web parts, application pages, event receivers, timer jobs, and integrating with third party tools like Telerik. Developing SharePoint apps using Angular JS, Jquery , ASP.MVC, SharePoint, Provider hosted applications Extensive experience with out-of-the box SharePoint features and manipulate the web parts / pages using java script/ jquery and CSS Develop complex custom SharePoint workflows using both SPD and Visual studio Perform Peer reviews ,mentor less experienced developers, ensure security standards followed Extensive experience in SharePoint, Disaster recovery architectures, Upgrades Develop SSRS reports in SharePoint integrated mode Design and develop complex admin approved InfoPath forms and experience"
201216900974,Senior SQL Developer/ SSRS / DBA,JPMorgan Chase,Database / SQL,10 - 13 yrs,301,"with writing code behind Demonstrated experience in working with a large organization, multi-disciplinary team in a fast paced, technically challenging environment. Other duties as assigned. Qualification 10 years of relevant work experience 7 years of SharePoint and .NET experience 7 years experience with SharePoint 2013, SharePoint 2010 environments 5 years Experience in leading team of developer Education- UG: B.Tech/B.E. - Computers PG:M.Tech - Computers Company Profile: JPMorgan Chase J.P. Morgan is a leader in financial services, offering solutions to clients in more than 100 countries with one of the most comprehensive global product platforms available. We have been helping our clients to do business and manage their wealth for more than 200 years. Our business has been built upon our core principle of putting our clients' interests first. Photo 1"
221116005683,Practice Manager - Oracle Agile PLM,Rapidflow Apps Inc.,Database / SQL,10 - 15 yrs,302,"Job Title: Practice Manager - Oracle Agile PLM Company: Rapidflow Apps Inc. Category: Database / SQL Skills: IT Software - ERP Experience: 10 - 15 yrs Education: UG: Any Graduate - Any Specialization, B.Tech/B.E. - Any Specialization, B.Sc - Any Specialization PG:Any Postgraduate, MCA - Computers, M.Tech - Any Specialization, MBA/PGDM - Any Specialization Doctorate:Doctorate Not Required Industry: IT-Software / Software Services Location: Hyderabad, Noida, Bengaluru Job Description: Job Description Rapidflow is a fast growing software development and consulting company in the area of Oracle Value Chain Planning, Product Lifecycle Management, Master Data Management and Business Intelligence. Our products and services are geared towards making these processes more efficient and effective, helping companies improve their productivity. We are looking for Practice Manager - Oracle Agile PLM Job Description: Previous experience in consulting as a Project Manager/Practice Manager/team lead/solution architect in PLM. Responsible for building new capabilities, Develop new solutions and"
221116005683,Practice Manager - Oracle Agile PLM,Rapidflow Apps Inc.,Database / SQL,10 - 15 yrs,303,"team building etc. Experience on practice building would be ideal for this role. Responsible for providing technical leadership and help in Pre-sales. At least 8+ years of experience in techno-functional role in Agile PLM. Experience in working with Oracle Agile PLM, specifically modules like Product Collaboration(PC), Product Quality Management(PQM) and Product Portfolio Management ( PPM). Hands on Experience on at least 5-8 end to end implementation cycles. Design business processes and application configuration for Oracle Agile PLM applications (discrete- or process-based) based on industry best practices. Experience in Agile Content Services, configuring Transfer Orders. Actively worked on Data Migration, Data Extractions. Experience in Agile Configuration and Administration. Experience in Agile Configuration Propagation (ACP). Worked extensively on design and development of Agile SDK applications, Groovy Scripting. Proficient in writing Process Extensions (PX) and Web Extensions (WSX). Experience in configuring the Agile PLM product according to the business needs of the customer."
221116005683,Practice Manager - Oracle Agile PLM,Rapidflow Apps Inc.,Database / SQL,10 - 15 yrs,304,"Experience on installation of all Agile PLM components. Experience in integrating PLM to other enterprise applications such as Oracle EBS and regulatory systems. Technical skills should include - WebLogic, Unix, SOA, Web technologies, XML, Java, Oracle DBMS. Exposure to the Software Development Life Cycle. Interact with the key end users and business owners to map applications to standard business processes and conduct gap analysis, including construction and facilitation of business workshops. Architect the PLM solution and suggest process improvements based on the application capability and industry best practices. Design and develop (deliver) product extensions, customizations, integrations, etc. Support all formal documentation of solutions, including requirements for product extensions, etc. Proven ability in coordinating with the people across the globe and team player. Strong communication skills, both written and oral. Onsite experience is must. Salary:INR 10,00,000 - 20,00,000 P.A. Negotiable Industry: IT-Software / Software Services Functional Area: IT Software - ERP"
221116005683,Practice Manager - Oracle Agile PLM,Rapidflow Apps Inc.,Database / SQL,10 - 15 yrs,305,", CRM Role Category:Project Management Role:Project Manager-IT/Software Keyskills Project Management Technical Leadership Oracle E - business Suite Agile PLM Oracle Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization, B.Tech/B.E. - Any Specialization, B.Sc - Any Specialization PG:Any Postgraduate, MCA - Computers, M.Tech - Any Specialization, MBA/PGDM - Any Specialization Doctorate:Doctorate Not Required Company Profile: Rapidflow Apps Inc. Rapidflow is a fast growing software development and consulting company in the area of Oracle Value Chain Planning, Product Lifecycle Management, Master Data Management and Business Intelligence. Our products and services are geared towards making these processes more efficient and effective, helping companies improve their productivity. Photo 1"
101016900534,Pl/sql Developer - SQL,Softtech Career Infosystem Pvt. Ltd,Database / SQL,4 - 8 yrs,306,"Job Title: Pl/sql Developer - SQL Company: Softtech Career Infosystem Pvt. Ltd Category: Database / SQL Skills: IT Software - Application Programming Experience: 4 - 8 yrs Education: UG: Any Graduate - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required Industry: IT-Software / Software Services Location: Bengaluru Job Description: Job Description - as a developer in providing application design guidance and consultation, utilizing a thorough understanding of applicable technology, tools and existing designs. - Analyzes highly complex business requirements, designs and writes technical specifications to design or redesign complex computer platforms and applications. - Provides coding direction to less experienced staff or develops highly complex original code. - Acts as an expert technical resource for modeling, simulation and analysis efforts. - Verifies program logic by overseeing the preparation of test data, testing and debugging of programs. - Oversees overall systems testing and the migration of platforms and applications to production. -"
101016900534,Pl/sql Developer - SQL,Softtech Career Infosystem Pvt. Ltd,Database / SQL,4 - 8 yrs,307,"Develops new documentation, departmental technical procedures and user guides. - Leads projects, allocates and manages resources and manages the work of less experienced staff. - Assures quality, security and compliance requirements are met for supported area and oversees creation of or updates to and testing of the business continuation plan.: 7+ years application development and implementation experience. Additional Job Details: - Looking for PL/SQL developer, who has experience loading data using SQL loader. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills SQL Loader PL SQL Development PLSQL Procedures Application Design Test Data Application Development Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required Company Profile: Softtech Career Infosystem Pvt. Ltd Leading client of Softtech Career Infosystem Pvt. Ltd Photo 1"
131016004798,Good Opportunity for Oracle DBA - Bangalore Location,"iPlanner, Inc. hiring for Product based Company",Database / SQL,5 - 10 yrs,308,"Job Title: Good Opportunity for Oracle DBA - Bangalore Location Company: iPlanner, Inc. hiring for Product based Company Category: Database / SQL Skills: IT Software - Application Programming Experience: 5 - 10 yrs Education: Not specified Industry: IT-Software / Software Services Location: Bengaluru Job Description: Job Description Greetings!! We have an immediate opening for Oracle DBA Professionals - Bangalore Location Job Description : Skill : Oracle DBA Exp : 5+Years Mandatory Skills : 12C, RAC,Goldengate If interested send your Profile to Salary:INR 5,00,000 - 12,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Admin/Maintenance/Security/Datawarehousing Role:DBA Keyskills Oracle DBA Golden gate OracleDBA Oracle12C Oracle 12C Oracle Database Administration Oracle Database Admin Oracle Database Administrator Desired Candidate Profile Please refer to the Job description above Company Profile: iPlanner, Inc. Product based Company Headquartered in Texas,H1B Visa Sponsors Photo 1"
101016900546,MS SQL Database Administrator - SQL Server,Softtech Career Infosystem Pvt. Ltd,Database / SQL,4 - 8 yrs,309,"Job Title: MS SQL Database Administrator - SQL Server Company: Softtech Career Infosystem Pvt. Ltd Category: Database / SQL Skills: IT Software - DBA Experience: 4 - 8 yrs Education: UG: Any Graduate - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required Industry: IT-Software / Software Services Location: Bengaluru Job Description: Job Description Description : Required Skills: - 3+ years' experience with Database Administration for MSSQL Server - Strong hands on experience doing Migration - Experience in troubleshooting and resolving database problems - Performance Tuning and Optimization (PTO), using native monitoring and troubleshooting tools - Microsoft Windows 2003/2008 Administration, setup and configuration, maintenance and troubleshooting - Experience with backups, restores and recovery models - Knowledge of High Availability (HA) and Disaster Recovery (DR) options for MSSQL Server - Experience in implementing operational automation using scripts - Knowledge of indexes, index management, and statistics - Experience with Windows Server 2003/2008 installation, administration,"
101016900546,MS SQL Database Administrator - SQL Server,Softtech Career Infosystem Pvt. Ltd,Database / SQL,4 - 8 yrs,310,"performance tuning Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - DBA , Datawarehousing Role Category:Admin/Maintenance/Security/Datawarehousing Role:DBA Keyskills MS SQL Server Database Administration Performance Tuning Windows Server SQL Database Database Administrator Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required Company Profile: Softtech Career Infosystem Pvt. Ltd Leading client of Softtech Career Infosystem Pvt. Ltd Photo 1"
90816000620,Oracle Corporate Trainer,Koenig Solutions Ltd,Database / SQL,3 - 8 yrs,311,"Job Title: Oracle Corporate Trainer Company: Koenig Solutions Ltd Category: Database / SQL Skills: Teaching Experience: 3 - 8 yrs Education: UG: Any Graduate - Any Specialization Industry: Education / Teaching / Training Location: Delhi, Bengaluru Job Description: Job Description This profile requires imparting technical training to the corporates on Oracle technology- RAC, Oracle 12C, Oracle EBS, Exadata , OCM etc. Opportunity to travel and impart trainings to the the overseas clients. Salary: Best in the Industry Industry: Education / Teaching / Training Functional Area: Teaching , Education , Training , Counselling Role Category:Teachers Role:Trainer Keyskills Corporate Training Technical Training oracle trainer oracle 12c RAC oracle EBS Exadata OCM corporate Trainer oracle instructor oracle SME Desired Candidate Profile The candidate should have excellent communication and technical knowledge. Technical knowledge on Oracle is a must Education- UG: Any Graduate - Any Specialization Company Profile: Koenig Solutions Ltd Koenig is an ISO"
90816000620,Oracle Corporate Trainer,Koenig Solutions Ltd,Database / SQL,3 - 8 yrs,312,"9001 Certified, innovative successful software export and training company based in Delhi. We service customers all over the world and have partnerships with Microsoft, Red Hat, Novell, Oracle, EC Council, Prometric, &amp;amp; Co Photo 1"
101016003200,Oracle Finance Technical,ASAP Info Systems Pvt Ltd,Database / SQL,3 - 8 yrs,313,"Job Title: Oracle Finance Technical Company: ASAP Info Systems Pvt Ltd Category: Database / SQL Skills: IT Software - Application Programming Experience: 3 - 8 yrs Education: Not specified Industry: IT-Software / Software Services Location: Bengaluru, Hyderabad Job Description: Job Description Greetings from ASAP Infosystems My name is Ms.Lavanya, My specialty is to find Great & a Dream come true Job for every Job Aspirant in India. I work for a company called M/s ASAP Info Systems Pvt. We have been in this business since 1998. We work across various technologies and platforms representing both mainstream and niche competencies across IT industry. ASAP Quick Facts: o ASAP is one of the largest IT staffing firm with 10,000+ hires in last 15 years for top tier blue chip clientele o Offices in 4 cities in India and 1 in office USA o Employee spread across 18 geographies in India o Employees"
101016003200,Oracle Finance Technical,ASAP Info Systems Pvt Ltd,Database / SQL,3 - 8 yrs,314,"converted to direct hire - 60% o Current monthly hiring 85+ IT Professionals o Currently 1500+ Service Employees This is with regards to an excellent opportunity with us if you have that unique and unlimited passion to build world class enterprise software products that turn into actionable intelligence, do you enjoy working on some of the toughest software problems while growing as a senior technology professional? Do you believe that software products must operate 24/7 without failure? Can you implement an engineering discipline that embodies failure is not an option approach? Then we have the right opportunity for you and your career. This is an opportunity of permanent Employment with ASAP Infosystems, and the employee will be deployed at one of our MNC client location. M/s ASAP info system expert advice for the moment we have an urgent opening for a CMM Level 5 Company, Kindly read to find more"
101016003200,Oracle Finance Technical,ASAP Info Systems Pvt Ltd,Database / SQL,3 - 8 yrs,315,"details:- Skill: Oracle Finance Technical Experience: 3+ Job Location: Bangalore, Hyderabad Only immediate joiners / not working candidates are preferred. We hope that If you are interested for the above profile then Kindly send us the following details (Mandatory) along with an Updated Resume / CV as soon as possible, so that we could process your profile for the same. Full Name: Skill: Total Experience: Relevant Experience: Contact number: Alternate contact number: DOB: Take home salary per month: Expected Take home salary per month: Currently working/Not Working/ Serving Notice Period: Current Company: Employment [Permanent/Contract]: If contract please specify your primary company details with URL: Required Time to Join: Current Location: Please let us know if you are holding any other Offers: Are you willing to join our Client under ASAP Info Systems Payroll: Ready to take F2F interview (mandatory): Pass port : Photo graph: Pan card: Pay slips: Once all"
101016003200,Oracle Finance Technical,ASAP Info Systems Pvt Ltd,Database / SQL,3 - 8 yrs,316,"this information is recorded into our system, this will give us the ultimate challenge to work very hard on your Profile with our clients, We Pledge to assist you on the double & Get you started, sooner the better. Wishing you all the very best. In case you might want to get in touch with me for better assistance, please feel free to call me on the number mentioned below. I would be more than glad to help you. Waiting for your updated resume, Your Dream Job search starts once we receive your profile. Thanks & Regards, Lavanya G| IT Recruiter | ASAP Info Systems Pvt.Ltd | 5th floor, Sathsurya Complex, Plot no 55, Kavuri hills main road, Above Yes mart, Diagonally Opp to Madhapur police station Hyderabad, Telangana 500033. 040 - 48127729 | Salary:INR 2,00,000 - 7,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Application"
101016003200,Oracle Finance Technical,ASAP Info Systems Pvt Ltd,Database / SQL,3 - 8 yrs,317,"Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Oracle Finance Technical Desired Candidate Profile Please refer to the Job description above Company Profile: ASAP Info Systems Pvt Ltd ASAP Quick Facts: o ASAP is one of the largest IT staffing firm with 10,000+ hires in last 15 years for top tier blue chip clientele o Offices in 4 cities in India and 1 in office USA o Employee spread across 18 geographies in India o Employees converted to direct hire - 60% o Current monthly hiring - 85+ IT Professionals o Currently 1500+ Service Employees This is with regards to an excellent opportunity with us if you have that unique and unlimited passion to build world class enterprise software products that turn into actionable intelligence, do you enjoy working on some of the toughest software problems while growing as a senior technology professional? Do you believe that software"
101016003200,Oracle Finance Technical,ASAP Info Systems Pvt Ltd,Database / SQL,3 - 8 yrs,318,"products must operate 24/7 without failure? Can you implement an engineering discipline that embodies ""failure is not an option"" approach? Then we have the right opportunity for you and your career. This is an opportunity of permanent Employment with ASAP Infosystems, and the employee will be deployed at one of our MNC client location. Photo 1"
90516900388,Oracle DBA,Confidential,Database / SQL,5 - 10 yrs,319,"Job Title: Oracle DBA Company: Confidential Category: Database / SQL Skills: IT Software - DBA Experience: 5 - 10 yrs Education: UG: Any Graduate - Any Specialization Industry: Recruitment / Staffing Location: Bengaluru Job Description: Job Description Required skills: Oracle DBA Experience Required: 5 To 10years Notice period: 10-15 days Job Location: Chennai, Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: IT Software - DBA , Datawarehousing Role Category:Admin/Maintenance/Security/Datawarehousing Role:DBA Keyskills Database Administration Oracle DBA DBA Desired Candidate Profile Education- UG: Any Graduate - Any Specialization Company Profile: Confidential Confidential Photo 1"
61016900689,MS Cloud Architect,Bob Technologies,Cloud / DevOps,10 - 15 yrs,320,"Job Title: MS Cloud Architect Company: Bob Technologies Category: Cloud / DevOps Skills: IT Software - Application Programming Experience: 10 - 15 yrs Education: UG: Any Graduate - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required Industry: IT-Software / Software Services Location: Bengaluru Job Description: Job Description We have an urgent requirement for the post of MS Cloud Architect with one of our client in Bangalore, Position : MS Cloud architect Exp:10+yrs Location :Bangalore NP: Max 30 Days Required Experience & Skills Min of 10+ years of experience in technology consulting, enterprise and solutions architecture and architectural framework At least Minimum 6+ years of experience leading architecture, design, development and implementation of technical solutions at an enterprise level. 4+ years of designing and implementing complex solution Cloud solutions, Previous, demonstrated experience migrating an on premise environment to an Azure, AWS, Google Good understanding of MS technology stack (NET, ASP.Net, MVC, C#),"
61016900689,MS Cloud Architect,Bob Technologies,Cloud / DevOps,10 - 15 yrs,321,"UI frameworks (Angular, Dojo, HTML, CSS, JSS), Microsoft Active Directory and MS SQL Server Good with scripting or programming using XML, JSON, Expertise on Devops cloud devops mechanisms, chef, terraform, docker awareness Iaas, Paas knowledge on cloud either Azure or AWS. Expertise on Cloud applications and services authentication, monitoring and maintaining applications, System Center / New Relik etc Expert level knowledge of architecting service oriented architecture with high availability and scalability Analytical skills & Ability to work independently in a fast paced environment Excellent communication skills and ability to collaborate in a multi-disciplinary team Experience in providing cloud advisory and consulting services to customers including assessments, presenting recommendations on Azure migration road maps, architecture / designs etc. Detailed knowledge of software development life-cycles, including agile methods Strong experience with automated testing, continuous integration, unit testing and Test Driven development Experience with leading development in a distributed team environment TOGAF 2,"
61016900689,MS Cloud Architect,Bob Technologies,Cloud / DevOps,10 - 15 yrs,322,"MSCE, MCITP preferred. Key Responsibilities Role requires the resource to lead the consultative discovery of the clients business goals, objectives, and challenges, and then translates them into effective solutions Will be responsible for the leadership and delivery of pre-sales and project-based assignments including solution development, proof-of-concept, analysis, design/architecture, deployment and support of the Microsoft Azure/technology platforms: Design, planning and implementation of cloud based solution and enterprise applications Identify and implement appropriate solution for any technical issues Own each technical challenge and lead technical analysis and architecture Guide in-house engineers and build capability to develop with best quality software solutions Collaborate with product managers, designers, QA engineers, Ops engineers and other Stakeholders to keep projects moving efficiently Capture and share best-practice knowledge amongst the development team. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Technical Architect"
61016900689,MS Cloud Architect,Bob Technologies,Cloud / DevOps,10 - 15 yrs,323,Keyskills ASP.Net MVC HTML Azure CSS MS SQL Server XML C# JSON Architecting Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required Company Profile: Bob Technologies Bob Technologies Photo 1
221215601022,SAP Cloud Hosting @ Sr Manager / Assoc Director Level,Good Relations Consultants,Cloud / DevOps,10 - 16 yrs,324,"Job Title: SAP Cloud Hosting @ Sr Manager / Assoc Director Level Company: Good Relations Consultants Category: Cloud / DevOps Skills: IT Software - Other Experience: 10 - 16 yrs Education: UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Industry: IT-Software / Software Services Location: Bengaluru/Bangalore , Chennai , Hyderabad / Secunderabad , Mumbai , Pune Job Description: Job Description 10-16 Years of SAP Experience with strong experience in analyzing, designing, proposing and delivering SAP Technical Architecture Solutions on SAP Cloud Hosting. Experience in SAP BASIS Solutions Technical Presales with Real-Life Solutions involving SAP Hardware Sizing and SAP Landscape Designing and is mandatory. Experience in analyzing, proposing and implementing Virtualization and Cloud Solutions compatible for SAP Applications is required. Should have architected multiple SAP Landscapes for the IT Landscape and coordinated with Interface Designing and Compatibility Analysis. Solid SAP"
221215601022,SAP Cloud Hosting @ Sr Manager / Assoc Director Level,Good Relations Consultants,Cloud / DevOps,10 - 16 yrs,325,"BASIS Consulting Capabilities with Remarkable Communication and Presentation Skills Exceptional Skill in Data Collection, Analysis and Representation is mandatory Strong Experience with architectures of SAP Business Suite Applications including SAP ERP, CRM, SCM and SRM, SAP NetWeaver, and SAP Solution Manager is required. Should be capable of deriving an SAP Roadmap for the IT Landscape and provide technical inputs on Best Practices and Recommendations for IT Transformation and Digital Enablement. Strong Hands-on Exposure on SAP Technologies is required - including Implementation, Upgrades and Migrations Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Other Role Category:Programming & Design Role:Technical Architect Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Good Relations Consultants c Photo 1"
231215500523,Cloud Infrastructure Platform - DevOps Lead,Portescap (Danaher),Cloud / DevOps,10 - 15 yrs,326,"Job Title: Cloud Infrastructure Platform - DevOps Lead Company: Portescap (Danaher) Category: Cloud / DevOps Skills: IT Software - Application Programming Experience: 10 - 15 yrs Education: UG: B.Tech/B.E. PG:M.Tech Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Industry: IT-Software / Software Services Location: Bengaluru/Bangalore , karnataka Job Description: Job Description Beckman Coulter Diagnostics is a $3.2 Billion in vitro diagnostics operating company that is wholly owned by Danaher Corporation. The position of Cloud Infrastructure Platform DevOps Lead, reports to the Sr. Manager / Director, Cloud Infrastructure Platform R&D , with the primary responsibility to deploy software services, web applications and associated database updates/ upgrades on a regular cadence with zero downtime. The incumbent is responsible for creating and maintaining the policies and procedures for continuous deployment as well as monitoring the infrastructure and associated escalation handling to ensure ZERO downtime. The role would be 75% hands- on and 25%"
231215500523,Cloud Infrastructure Platform - DevOps Lead,Portescap (Danaher),Cloud / DevOps,10 - 15 yrs,327,"team lead. The position will require frequent work in different time zone as well as weekends. Key Responsibilities - Infrastructure Setup, Monitoring, Maintenance and Scale up for Beckman Coulter cloud based on AWS - Provisioning of Servers, Network, Storage, Firewalls, Load Balancers, OS hardening, Security - Deployment of software services on the cloud - Ensure 100% uptime of the software services and zero downtime upgrades - Writing scripts / use tools to automate the deployments - Creating deployment cook books for the use of software developers - Monitoring of uptime, performance, security, utilization of resources to ensure high availability, fast performance, good security etc - Security monitoring and defense/ counter measures against security breaches - Scale up of infrastructure on a need basis - Policy, audit and compliance documentation - Troubleshooting, Diagnosis and Fixes of issues in cloud infrastructure and deployed applications - Scheduled & Manual Backups and Snapshots -"
231215500523,Cloud Infrastructure Platform - DevOps Lead,Portescap (Danaher),Cloud / DevOps,10 - 15 yrs,328,"Reports to management on setups, load and associated costs to enable better decision making around Cloud Infrastructure scalability and deployment Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Admin/Maintenance/Security/Datawarehousing Role:System Administrator Desired Candidate Profile Education- UG: B.Tech/B.E. PG:M.Tech Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required - Bachelor / Masters of Engineering with 10 years of overall application support with last 4 years in Hadoop cloud environment (preferably AWS based) - Strong understanding of Linux OS Administration, Web Servers like Apache, Tomcat, IIS, Application Servers like JBOSS etc., Reverse Proxy, Load Balancer, Caching, as well as DB engines likes Oracle, Postgres, Mongo, Cassandra - Cloud Infrastructure Knowledge: AWS with Auto Scaling and Multi Region deployment of same infrastructure - Strong understanding of AWS monitoring tools - Passion for cyber security. Experience with server security: ddos protection, xss protection,"
231215500523,Cloud Infrastructure Platform - DevOps Lead,Portescap (Danaher),Cloud / DevOps,10 - 15 yrs,329,"csrf protection and similar other. - Git knowledge. Node deployment tool. Continuous integration & Deployment tools : Jenkins, maven, puppet, chef, ansible - Bash script writing skills - Experience with web infrastructure, distributed systems, or component- oriented software engineering using Core Java and Javascript - Understanding of HIPAA regulations and associated policies for Cloud Application deployment would be a plus - Previous success in a performance- critical environment - Utmost confidentiality and integrity in all activities Company Profile: Portescap (Danaher) Portescap (Danaher) Photo 1"
40516003338,Manager Legal - Labour Laws / Industrial Relations,HCL Infosystems Ltd.,Cloud / DevOps,10 - 20 yrs,330,"Job Title: Manager Legal - Labour Laws / Industrial Relations Company: HCL Infosystems Ltd. Category: Cloud / DevOps Skills: Legal Experience: 10 - 20 yrs Education: UG: LLB - Law PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Industry: IT-Software / Software Services Location: Noida Job Description: Job Description 1. Advising company & concerned officials of the Company on all the legal matters pertaining to Labour laws , Commercial Laws, Industrial relational & Labour Laws, and Intellectual Property Rights etc and suggesting appropriate course of action to be taken.. 2. Ensuring compliance of all the applicable Acts, Rules and Regulations. 3. Reply to all notices served either by government authorities or other persons. 4. As a part of a world-wide legal team, work with and support HCL on labour law issues; 5. Experience of litigation support, sending legal notices, preparing rejoinders,"
40516003338,Manager Legal - Labour Laws / Industrial Relations,HCL Infosystems Ltd.,Cloud / DevOps,10 - 20 yrs,331,"etc. 6. Handling Consumer/ Product Liability cases all over India at before District Forum, State Commission and at National Commission. 7. Drafting and vetting of Legal Notices and replies to Legal Notices, written statements, interim application etc. 8. Handling all litigation filed by and against company in Civil Courts, Consumer Courts, Police or Law Enforcement Agencies, Replying Legal Notices. 9. Timely submission and drafting of written statement, replies etc. and advising and ensuring compliance (IRDA, Employment & Labour, Local Laws, etc.) all over the zone. 10. Advisory support to HR Department on various employment as well as labour laws and support to other departments on their day to day working in alignment with statutory requirements. Salary:INR 14,00,000 - 24,00,000 P.A Industry: IT-Software / Software Services Functional Area: Legal , Regulatory , Intellectual Property Role:Head/VP/GM-Legal Keyskills Labour Laws Industrial Relarions Manufacturing Labour laws Compliances Labour issues labour compliances legal statutory compliances"
40516003338,Manager Legal - Labour Laws / Industrial Relations,HCL Infosystems Ltd.,Cloud / DevOps,10 - 20 yrs,332,"industrial relation compliances personnel compliances Desired Candidate Profile Education- UG: LLB - Law PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required 10+ years in handling issues related to Labour laws compliance (Legal Team) preferably in a manufacturing firm. Company Profile: HCL Infosystems Ltd. Founded in 1976, HCL Infosystems Ltd has established itself as IndiaÂ´s premier hardware, services and ICT systems integration company offering a wide spectrum of products which include - Computing, Storage, Networking, Security, Telecom, Imaging and Retail. Over the years, we have developed specialized expertise across verticals including Telecom, BFSI, e-Governance and Power. Photo 1"
130216900395,Cloud Developer - Aws/azure,Bloom systems pvt lmtd,Cloud / DevOps,10 - 15 yrs,333,"Job Title: Cloud Developer - Aws/azure Company: Bloom systems pvt lmtd Category: Cloud / DevOps Skills: IT Software - Application Programming Experience: 10 - 15 yrs Education: UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Doctorate Not Required Industry: IT-Software / Software Services Location: Mumbai , Bengaluru/Bangalore Job Description: Job Description Experience: 10 to 15 Years Job description: - Cloud technologies like AWS/Azure and exposure to cloud partnerships - Ability to understand, document and analyze the as-is state of the Infrastructure landscape - Ability to design, develop and implement To-Be solutions leveraging latest technology trends suitable for customer business and technology roadmap - Ability to develop technology roadmap for a given customer environment - Ability to abstract and articulate the solution with business value design - Ability to identify incremental innovation. frameworks/solutions and differentiations on top of industry standard technology solutions - Consult and develop solutions for"
130216900395,Cloud Developer - Aws/azure,Bloom systems pvt lmtd,Cloud / DevOps,10 - 15 yrs,334,"various type of RFPs - Excellent Written and Verbal Communication Skills - Excellent interpersonal skills - Proven ability to manage multiple opportunities and activities simultaneously and multi task effectively - Strong knowledge on Business and Information Technology Arena Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Technology Solutions Information Technology Cloud Developer AWS Azure Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Doctorate Not Required Company Profile: Bloom systems pvt lmtd Leading client of Bloom systems pvt lmtd Photo 1"
